slice_file_name,fsID,start,end,salience,fold,classID,class
101848-9-0-1.wav,101848,0.5,4.5,1,7,9,suara_alam
101848-9-0-2.wav,101848,1,5,1,7,9,suara_alam
101848-9-0-3.wav,101848,1.5,5.5,1,7,9,suara_alam
101848-9-0-8.wav,101848,4,8,1,7,9,suara_alam
101848-9-0-9.wav,101848,4.5,8.5,1,7,9,suara_alam
102305-6-0-0.wav,102305,0,2.61161,1,1,6,suara_tembakan
103199-4-0-0.wav,103199,0,4,1,3,4,gergaji
103199-4-0-3.wav,103199,1.5,5.5,1,3,4,gergaji
103199-4-0-4.wav,103199,2,6,1,3,4,gergaji
103199-4-0-5.wav,103199,2.5,6.5,1,3,4,gergaji
103199-4-0-6.wav,103199,3,7,1,3,4,gergaji
103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,gergaji
103199-4-2-0.wav,103199,17.617205,21.617205,1,3,4,gergaji
103199-4-2-1.wav,103199,18.117205,22.117205,1,3,4,gergaji
103199-4-2-10.wav,103199,22.617205,26.617205,1,3,4,gergaji
103199-4-2-11.wav,103199,23.117205,27.117205,1,3,4,gergaji
103199-4-2-2.wav,103199,18.617205,22.617205,1,3,4,gergaji
103199-4-2-3.wav,103199,19.117205,23.117205,1,3,4,gergaji
103199-4-2-4.wav,103199,19.617205,23.617205,1,3,4,gergaji
103199-4-2-5.wav,103199,20.117205,24.117205,1,3,4,gergaji
103199-4-2-6.wav,103199,20.617205,24.617205,1,3,4,gergaji
103199-4-2-7.wav,103199,21.117205,25.117205,1,3,4,gergaji
103199-4-2-8.wav,103199,21.617205,25.617205,1,3,4,gergaji
103199-4-2-9.wav,103199,22.117205,26.117205,1,3,4,gergaji
103199-4-4-0.wav,103199,46.186699,48.720146,1,3,4,gergaji
103199-4-6-0.wav,103199,50.591,51.916188,1,3,4,gergaji
103199-4-7-2.wav,103199,52.916188,56.916188,2,3,4,gergaji
103357-4-0-0.wav,103357,0.305227,4.305227,1,3,4,gergaji
103357-4-0-1.wav,103357,0.805227,4.805227,1,3,4,gergaji
104327-2-0-15.wav,104327,7.5,11.5,2,6,2,orang_berbicara
104327-2-0-19.wav,104327,9.5,13.5,2,6,2,orang_berbicara
104327-2-0-26.wav,104327,13,17,2,6,2,orang_berbicara
104327-2-0-28.wav,104327,14,18,2,6,2,orang_berbicara
104327-2-0-3.wav,104327,1.5,5.5,2,6,2,orang_berbicara
104327-2-0-30.wav,104327,15,19,2,6,2,orang_berbicara
104327-2-0-34.wav,104327,17,21,2,6,2,orang_berbicara
104327-2-0-4.wav,104327,2,6,2,6,2,orang_berbicara
104421-2-0-1.wav,104421,0.5,4.5,2,5,2,orang_berbicara
104421-2-0-15.wav,104421,7.5,11.5,2,5,2,orang_berbicara
104421-2-0-20.wav,104421,10,14,2,5,2,orang_berbicara
104421-2-0-29.wav,104421,14.5,18.5,2,5,2,orang_berbicara
104421-2-0-3.wav,104421,1.5,5.5,2,5,2,orang_berbicara
104421-2-0-5.wav,104421,2.5,6.5,2,5,2,orang_berbicara
104421-2-0-7.wav,104421,3.5,7.5,2,5,2,orang_berbicara
104421-2-1-3.wav,104421,91.652072,95.652072,1,5,2,orang_berbicara
104625-4-0-15.wav,104625,13.751409,17.751409,1,7,4,gergaji
104625-4-0-21.wav,104625,16.751409,20.751409,1,7,4,gergaji
104625-4-0-27.wav,104625,19.751409,23.751409,1,7,4,gergaji
104625-4-0-29.wav,104625,20.751409,24.751409,1,7,4,gergaji
104625-4-0-3.wav,104625,7.751409,11.751409,1,7,4,gergaji
104625-4-0-35.wav,104625,23.751409,27.751409,1,7,4,gergaji
104625-4-0-40.wav,104625,26.251409,30.251409,1,7,4,gergaji
104625-4-0-41.wav,104625,26.751409,30.751409,1,7,4,gergaji
104625-4-0-45.wav,104625,28.751409,32.751409,1,7,4,gergaji
104625-4-0-48.wav,104625,30.251409,34.251409,1,7,4,gergaji
104625-4-0-51.wav,104625,31.751409,35.751409,1,7,4,gergaji
104625-4-0-52.wav,104625,32.251409,36.251409,1,7,4,gergaji
104625-4-0-53.wav,104625,32.751409,36.751409,1,7,4,gergaji
104625-4-0-55.wav,104625,33.751409,37.751409,1,7,4,gergaji
104625-4-0-57.wav,104625,34.751409,38.751409,1,7,4,gergaji
104625-4-0-66.wav,104625,39.251409,43.251409,1,7,4,gergaji
104625-4-1-20.wav,104625,156.589168,160.589168,1,7,4,gergaji
104625-4-1-8.wav,104625,150.589168,154.589168,1,7,4,gergaji
104817-4-0-0.wav,104817,0,4,1,2,4,gergaji
104817-4-0-1.wav,104817,0.5,4.5,1,2,4,gergaji
104817-4-0-10.wav,104817,5,9,1,2,4,gergaji
104817-4-0-11.wav,104817,5.5,9.5,1,2,4,gergaji
104817-4-0-2.wav,104817,1,5,1,2,4,gergaji
104817-4-0-3.wav,104817,1.5,5.5,1,2,4,gergaji
104817-4-0-4.wav,104817,2,6,1,2,4,gergaji
104817-4-0-5.wav,104817,2.5,6.5,1,2,4,gergaji
104817-4-0-6.wav,104817,3,7,1,2,4,gergaji
104817-4-0-7.wav,104817,3.5,7.5,1,2,4,gergaji
104817-4-0-8.wav,104817,4,8,1,2,4,gergaji
104817-4-0-9.wav,104817,4.5,8.5,1,2,4,gergaji
105415-2-0-1.wav,105415,0.5,4.5,1,1,2,orang_berbicara
105415-2-0-15.wav,105415,7.5,11.5,1,1,2,orang_berbicara
105415-2-0-19.wav,105415,9.5,13.5,1,1,2,orang_berbicara
105415-2-0-21.wav,105415,10.5,14.5,1,1,2,orang_berbicara
105415-2-0-24.wav,105415,12,16,1,1,2,orang_berbicara
105415-2-0-4.wav,105415,2,6,1,1,2,orang_berbicara
105415-2-0-6.wav,105415,3,7,1,1,2,orang_berbicara
105415-2-0-8.wav,105415,4,8,1,1,2,orang_berbicara
105425-9-0-1.wav,105425,0.5,4.5,1,5,9,suara_alam
105425-9-0-10.wav,105425,5,9,1,5,9,suara_alam
105425-9-0-12.wav,105425,6,10,1,5,9,suara_alam
105425-9-0-13.wav,105425,6.5,10.5,1,5,9,suara_alam
105425-9-0-14.wav,105425,7,11,1,5,9,suara_alam
105425-9-0-23.wav,105425,11.5,15.5,1,5,9,suara_alam
106955-6-0-0.wav,106955,0.495575,1.649031,1,9,6,suara_tembakan
107653-9-0-12.wav,107653,6,10,2,4,9,suara_alam
107653-9-0-14.wav,107653,7,11,2,4,9,suara_alam
107653-9-0-18.wav,107653,9,13,2,4,9,suara_alam
107653-9-0-3.wav,107653,1.5,5.5,2,4,9,suara_alam
107653-9-0-5.wav,107653,2.5,6.5,2,4,9,suara_alam
107653-9-0-7.wav,107653,3.5,7.5,2,4,9,suara_alam
107842-4-0-0.wav,107842,1.157328,5.157328,1,6,4,gergaji
107842-4-0-1.wav,107842,1.657328,5.657328,1,6,4,gergaji
107842-4-0-2.wav,107842,2.157328,6.157328,1,6,4,gergaji
107842-4-1-0.wav,107842,11.634196,13.385417,1,6,4,gergaji
107842-4-2-0.wav,107842,13.811801,17.811801,1,6,4,gergaji
107842-4-2-1.wav,107842,14.311801,18.311801,1,6,4,gergaji
107842-4-2-2.wav,107842,14.811801,18.811801,1,6,4,gergaji
107842-4-2-3.wav,107842,15.311801,19.311801,1,6,4,gergaji
107842-4-2-4.wav,107842,15.811801,19.811801,1,6,4,gergaji
107842-4-3-0.wav,107842,26.085574,27.89771,1,6,4,gergaji
108041-9-0-11.wav,108041,5.5,9.5,1,1,9,suara_alam
108041-9-0-2.wav,108041,1,5,1,1,9,suara_alam
108041-9-0-4.wav,108041,2,6,1,1,9,suara_alam
108041-9-0-5.wav,108041,2.5,6.5,1,1,9,suara_alam
108041-9-0-6.wav,108041,3,7,1,1,9,suara_alam
108041-9-0-7.wav,108041,3.5,7.5,1,1,9,suara_alam
108041-9-0-9.wav,108041,4.5,8.5,1,1,9,suara_alam
108357-9-0-15.wav,108357,7.5,11.5,1,5,9,suara_alam
108357-9-0-2.wav,108357,1,5,1,5,9,suara_alam
108357-9-0-27.wav,108357,13.5,17.5,1,5,9,suara_alam
108357-9-0-30.wav,108357,15,19,1,5,9,suara_alam
108357-9-0-44.wav,108357,22,26,1,5,9,suara_alam
108357-9-0-49.wav,108357,24.5,28.5,1,5,9,suara_alam
108362-2-0-11.wav,108362,5.5,9.5,1,1,2,orang_berbicara
108362-2-0-12.wav,108362,6,10,1,1,2,orang_berbicara
108362-2-0-21.wav,108362,10.5,14.5,1,1,2,orang_berbicara
108362-2-0-23.wav,108362,11.5,15.5,1,1,2,orang_berbicara
108362-2-0-29.wav,108362,14.5,18.5,1,1,2,orang_berbicara
108362-2-0-30.wav,108362,15,19,1,1,2,orang_berbicara
108362-2-0-7.wav,108362,3.5,7.5,1,1,2,orang_berbicara
108362-2-0-9.wav,108362,4.5,8.5,1,1,2,orang_berbicara
108638-9-0-0.wav,108638,0,4,1,6,9,suara_alam
108638-9-0-1.wav,108638,0.5,4.5,1,6,9,suara_alam
108638-9-0-2.wav,108638,1,5,1,6,9,suara_alam
108638-9-0-4.wav,108638,2,6,1,6,9,suara_alam
108638-9-0-5.wav,108638,2.5,6.5,1,6,9,suara_alam
108638-9-0-6.wav,108638,3,7,1,6,9,suara_alam
109263-9-0-34.wav,109263,17,21,1,5,9,suara_alam
109263-9-0-39.wav,109263,19.5,23.5,1,5,9,suara_alam
109263-9-0-54.wav,109263,27,31,1,5,9,suara_alam
109263-9-0-61.wav,109263,30.5,34.5,1,5,9,suara_alam
109263-9-0-78.wav,109263,39,43,1,5,9,suara_alam
109703-2-0-134.wav,109703,67,71,2,2,2,orang_berbicara
109703-2-0-14.wav,109703,7,11,2,2,2,orang_berbicara
109703-2-0-153.wav,109703,76.5,80.5,2,2,2,orang_berbicara
109703-2-0-29.wav,109703,14.5,18.5,2,2,2,orang_berbicara
109703-2-0-32.wav,109703,16,20,2,2,2,orang_berbicara
109703-2-0-48.wav,109703,24,28,2,2,2,orang_berbicara
109703-2-0-50.wav,109703,25,29,2,2,2,orang_berbicara
110622-6-0-0.wav,110622,0,1.501211,1,3,6,suara_tembakan
110868-9-0-11.wav,110868,5.5,9.5,1,6,9,suara_alam
110868-9-0-13.wav,110868,6.5,10.5,1,6,9,suara_alam
110868-9-0-14.wav,110868,7,11,1,6,9,suara_alam
110868-9-0-15.wav,110868,7.5,11.5,1,6,9,suara_alam
110868-9-0-6.wav,110868,3,7,1,6,9,suara_alam
110868-9-0-8.wav,110868,4,8,1,6,9,suara_alam
111048-6-0-0.wav,111048,0,1.314579,1,6,6,suara_tembakan
113601-9-0-22.wav,113601,36.248352,40.248352,2,5,9,suara_alam
113601-9-0-3.wav,113601,26.748352,30.748352,2,5,9,suara_alam
113601-9-0-33.wav,113601,41.748352,45.748352,2,5,9,suara_alam
113601-9-0-34.wav,113601,42.248352,46.248352,2,5,9,suara_alam
113601-9-0-35.wav,113601,42.748352,46.748352,2,5,9,suara_alam
113601-9-0-42.wav,113601,46.248352,50.248352,2,5,9,suara_alam
115239-9-0-0.wav,115239,0,4,1,5,9,suara_alam
115239-9-0-1.wav,115239,0.5,4.5,1,5,9,suara_alam
115239-9-0-2.wav,115239,1,5,1,5,9,suara_alam
115239-9-0-3.wav,115239,1.5,5.5,1,5,9,suara_alam
115239-9-0-4.wav,115239,2,6,1,5,9,suara_alam
115239-9-0-5.wav,115239,2.5,6.5,1,5,9,suara_alam
115240-9-0-1.wav,115240,5.828996,9.828996,1,8,9,suara_alam
115240-9-0-16.wav,115240,13.328996,17.328996,1,8,9,suara_alam
115240-9-0-28.wav,115240,19.328996,23.328996,1,8,9,suara_alam
115240-9-0-34.wav,115240,22.328996,26.328996,1,8,9,suara_alam
115240-9-0-36.wav,115240,23.328996,27.328996,1,8,9,suara_alam
115240-9-0-4.wav,115240,7.328996,11.328996,1,8,9,suara_alam
115241-9-0-1.wav,115241,0.5,4.5,1,10,9,suara_alam
115241-9-0-14.wav,115241,7,11,1,10,9,suara_alam
115241-9-0-2.wav,115241,1,5,1,10,9,suara_alam
115241-9-0-20.wav,115241,10,14,1,10,9,suara_alam
115241-9-0-6.wav,115241,3,7,1,10,9,suara_alam
115241-9-0-8.wav,115241,4,8,1,10,9,suara_alam
115241-9-0-9.wav,115241,4.5,8.5,1,10,9,suara_alam
115242-9-0-14.wav,115242,7,11,1,7,9,suara_alam
115242-9-0-44.wav,115242,22,26,1,7,9,suara_alam
115242-9-0-55.wav,115242,27.5,31.5,1,7,9,suara_alam
115242-9-0-68.wav,115242,34,38,1,7,9,suara_alam
115242-9-0-70.wav,115242,35,39,1,7,9,suara_alam
115242-9-0-83.wav,115242,41.5,45.5,1,7,9,suara_alam
115243-9-0-0.wav,115243,0,4,1,6,9,suara_alam
115243-9-0-16.wav,115243,8,12,1,6,9,suara_alam
115243-9-0-4.wav,115243,2,6,1,6,9,suara_alam
115243-9-0-46.wav,115243,23,27,1,6,9,suara_alam
115243-9-0-81.wav,115243,40.5,44.5,1,6,9,suara_alam
115243-9-0-94.wav,115243,47,51,1,6,9,suara_alam
115415-9-0-0.wav,115415,0.599702,4.599702,2,4,9,suara_alam
115415-9-0-1.wav,115415,1.099702,5.099702,2,4,9,suara_alam
115415-9-0-4.wav,115415,2.599702,6.599702,2,4,9,suara_alam
115415-9-0-5.wav,115415,3.099702,7.099702,2,4,9,suara_alam
115415-9-0-6.wav,115415,3.599702,7.599702,2,4,9,suara_alam
115415-9-0-7.wav,115415,4.099702,8.099702,2,4,9,suara_alam
115418-9-0-11.wav,115418,5.5,9.5,1,10,9,suara_alam
115418-9-0-12.wav,115418,6,10,1,10,9,suara_alam
115418-9-0-15.wav,115418,7.5,11.5,1,10,9,suara_alam
115418-9-0-20.wav,115418,10,14,1,10,9,suara_alam
115418-9-0-29.wav,115418,14.5,18.5,1,10,9,suara_alam
115418-9-0-6.wav,115418,3,7,1,10,9,suara_alam
116423-2-0-0.wav,116423,0,4,1,6,2,orang_berbicara
116423-2-0-1.wav,116423,0.5,4.5,1,6,2,orang_berbicara
116423-2-0-2.wav,116423,1,5,1,6,2,orang_berbicara
116423-2-0-3.wav,116423,1.5,5.5,1,6,2,orang_berbicara
116423-2-0-4.wav,116423,2,6,1,6,2,orang_berbicara
117889-9-0-12.wav,117889,7.96625,11.96625,2,10,9,suara_alam
117889-9-0-20.wav,117889,11.96625,15.96625,2,10,9,suara_alam
117889-9-0-30.wav,117889,16.96625,20.96625,2,10,9,suara_alam
117889-9-0-36.wav,117889,19.96625,23.96625,2,10,9,suara_alam
117889-9-0-39.wav,117889,21.46625,25.46625,2,10,9,suara_alam
117889-9-0-40.wav,117889,21.96625,25.96625,2,10,9,suara_alam
118278-4-0-0.wav,118278,0,4,2,10,4,gergaji
118278-4-0-1.wav,118278,0.5,4.5,2,10,4,gergaji
118278-4-0-10.wav,118278,5,9,2,10,4,gergaji
118278-4-0-11.wav,118278,5.5,9.5,2,10,4,gergaji
118278-4-0-12.wav,118278,6,10,2,10,4,gergaji
118278-4-0-13.wav,118278,6.5,10.5,2,10,4,gergaji
118278-4-0-2.wav,118278,1,5,2,10,4,gergaji
118278-4-0-3.wav,118278,1.5,5.5,2,10,4,gergaji
118278-4-0-4.wav,118278,2,6,2,10,4,gergaji
118278-4-0-5.wav,118278,2.5,6.5,2,10,4,gergaji
118278-4-0-6.wav,118278,3,7,2,10,4,gergaji
118278-4-0-7.wav,118278,3.5,7.5,2,10,4,gergaji
118278-4-0-8.wav,118278,4,8,2,10,4,gergaji
118278-4-0-9.wav,118278,4.5,8.5,2,10,4,gergaji
118440-4-0-0.wav,118440,0.187868,0.810181,1,5,4,gergaji
118440-4-1-0.wav,118440,0.909986,1.726039,1,5,4,gergaji
118440-4-2-0.wav,118440,2.07242,2.853247,1,5,4,gergaji
118440-4-3-0.wav,118440,3.099824,4.039165,1,5,4,gergaji
118440-4-4-0.wav,118440,4.591028,5.565594,1,5,4,gergaji
118440-4-5-0.wav,118440,5.8063,6.622352,1,5,4,gergaji
118440-4-6-0.wav,118440,7.115506,7.949171,1,5,4,gergaji
118440-4-7-0.wav,118440,8.195748,8.61258,1,5,4,gergaji
118440-4-8-0.wav,118440,8.794578,9.270119,1,5,4,gergaji
118723-4-0-0.wav,118723,0,2.653802,1,2,4,gergaji
119067-0-0-0.wav,119067,0,4,1,10,0,angin
119067-0-0-1.wav,119067,0.5,4.5,1,10,0,angin
119067-0-0-2.wav,119067,1,5,1,10,0,angin
121285-0-0-0.wav,121285,0,4,1,6,0,angin
121285-0-0-1.wav,121285,0.5,4.5,1,6,0,angin
121285-0-0-2.wav,121285,1,5,1,6,0,angin
121285-0-0-3.wav,121285,1.5,5.5,1,6,0,angin
121285-0-0-4.wav,121285,2,6,1,6,0,angin
121285-0-0-5.wav,121285,2.5,6.5,1,6,0,angin
121285-0-0-6.wav,121285,3,7,1,6,0,angin
121285-0-0-7.wav,121285,3.5,7.5,1,6,0,angin
121285-0-0-8.wav,121285,4,8,1,6,0,angin
121285-0-0-9.wav,121285,4.5,8.5,1,6,0,angin
121286-0-0-0.wav,121286,0,4,1,5,0,angin
121286-0-0-1.wav,121286,0.5,4.5,1,5,0,angin
121286-0-0-10.wav,121286,5,9,1,5,0,angin
121286-0-0-11.wav,121286,5.5,9.5,1,5,0,angin
121286-0-0-12.wav,121286,6,10,1,5,0,angin
121286-0-0-13.wav,121286,6.5,10.5,1,5,0,angin
121286-0-0-14.wav,121286,7,11,1,5,0,angin
121286-0-0-15.wav,121286,7.5,11.5,1,5,0,angin
121286-0-0-2.wav,121286,1,5,1,5,0,angin
121286-0-0-3.wav,121286,1.5,5.5,1,5,0,angin
121286-0-0-4.wav,121286,2,6,1,5,0,angin
121286-0-0-5.wav,121286,2.5,6.5,1,5,0,angin
121286-0-0-6.wav,121286,3,7,1,5,0,angin
121286-0-0-7.wav,121286,3.5,7.5,1,5,0,angin
121286-0-0-8.wav,121286,4,8,1,5,0,angin
121286-0-0-9.wav,121286,4.5,8.5,1,5,0,angin
122690-6-0-0.wav,122690,12.231953,15.37784,1,1,6,suara_tembakan
122738-9-0-11.wav,122738,6.121431,10.121431,2,6,9,suara_alam
122738-9-0-12.wav,122738,6.621431,10.621431,2,6,9,suara_alam
122738-9-0-2.wav,122738,1.621431,5.621431,2,6,9,suara_alam
122738-9-0-3.wav,122738,2.121431,6.121431,2,6,9,suara_alam
122738-9-0-5.wav,122738,3.121431,7.121431,2,6,9,suara_alam
122738-9-0-9.wav,122738,5.121431,9.121431,2,6,9,suara_alam
123399-2-0-13.wav,123399,6.5,10.5,1,3,2,orang_berbicara
123399-2-0-19.wav,123399,9.5,13.5,1,3,2,orang_berbicara
123399-2-0-22.wav,123399,11,15,1,3,2,orang_berbicara
123399-2-0-5.wav,123399,2.5,6.5,1,3,2,orang_berbicara
123399-2-0-54.wav,123399,27,31,1,3,2,orang_berbicara
123399-2-0-74.wav,123399,37,41,1,3,2,orang_berbicara
123399-2-0-83.wav,123399,41.5,45.5,1,3,2,orang_berbicara
123399-2-0-91.wav,123399,45.5,49.5,1,3,2,orang_berbicara
124489-9-0-12.wav,124489,6,10,1,1,9,suara_alam
124489-9-0-14.wav,124489,7,11,1,1,9,suara_alam
124489-9-0-16.wav,124489,8,12,1,1,9,suara_alam
124489-9-0-17.wav,124489,8.5,12.5,1,1,9,suara_alam
124489-9-0-18.wav,124489,9,13,1,1,9,suara_alam
124489-9-0-6.wav,124489,3,7,1,1,9,suara_alam
126153-9-0-0.wav,126153,0.669803,4.669803,1,8,9,suara_alam
126153-9-0-1.wav,126153,1.169803,5.169803,1,8,9,suara_alam
126153-9-0-11.wav,126153,6.169803,10.169803,1,8,9,suara_alam
126153-9-0-4.wav,126153,2.669803,6.669803,1,8,9,suara_alam
126153-9-0-5.wav,126153,3.169803,7.169803,1,8,9,suara_alam
126153-9-0-6.wav,126153,3.669803,7.669803,1,8,9,suara_alam
126153-9-0-8.wav,126153,4.669803,8.669803,1,8,9,suara_alam
127443-4-0-0.wav,127443,115.015008,119.015008,1,7,4,gergaji
127443-4-0-1.wav,127443,115.515008,119.515008,1,7,4,gergaji
127443-4-0-10.wav,127443,120.015008,124.015008,1,7,4,gergaji
127443-4-0-11.wav,127443,120.515008,124.515008,1,7,4,gergaji
127443-4-0-12.wav,127443,121.015008,125.015008,1,7,4,gergaji
127443-4-0-2.wav,127443,116.015008,120.015008,1,7,4,gergaji
127443-4-0-3.wav,127443,116.515008,120.515008,1,7,4,gergaji
127443-4-0-4.wav,127443,117.015008,121.015008,1,7,4,gergaji
127443-4-0-5.wav,127443,117.515008,121.515008,1,7,4,gergaji
127443-4-0-6.wav,127443,118.015008,122.015008,1,7,4,gergaji
127443-4-0-7.wav,127443,118.515008,122.515008,1,7,4,gergaji
127443-4-0-8.wav,127443,119.015008,123.015008,1,7,4,gergaji
127443-4-0-9.wav,127443,119.515008,123.515008,1,7,4,gergaji
127538-4-0-0.wav,127538,0.258434,4.258434,1,9,4,gergaji
127538-4-1-0.wav,127538,6.434112,10.434112,1,9,4,gergaji
127538-4-2-0.wav,127538,10.711639,14.711639,1,9,4,gergaji
127872-0-0-0.wav,127872,0,2.498417,1,2,0,angin
127873-0-0-0.wav,127873,0,2.04075,1,1,0,angin
128152-9-0-10.wav,128152,5,9,1,5,9,suara_alam
128152-9-0-126.wav,128152,63,67,1,5,9,suara_alam
128152-9-0-167.wav,128152,83.5,87.5,1,5,9,suara_alam
128152-9-0-48.wav,128152,24,28,1,5,9,suara_alam
128152-9-0-49.wav,128152,24.5,28.5,1,5,9,suara_alam
128152-9-0-67.wav,128152,33.5,37.5,1,5,9,suara_alam
128607-4-0-0.wav,128607,0.181139,4.181139,1,4,4,gergaji
128607-4-0-1.wav,128607,0.681139,4.681139,1,4,4,gergaji
128607-4-0-2.wav,128607,1.181139,5.181139,1,4,4,gergaji
128607-4-0-3.wav,128607,1.681139,5.681139,1,4,4,gergaji
128607-4-0-4.wav,128607,2.181139,6.181139,1,4,4,gergaji
128607-4-1-0.wav,128607,13.473967,17.473967,1,4,4,gergaji
128607-4-1-1.wav,128607,13.973967,17.973967,1,4,4,gergaji
128607-4-1-2.wav,128607,14.473967,18.473967,1,4,4,gergaji
128607-4-1-3.wav,128607,14.973967,18.973967,1,4,4,gergaji
129356-2-0-101.wav,129356,50.5,54.5,2,6,2,orang_berbicara
129356-2-0-115.wav,129356,57.5,61.5,2,6,2,orang_berbicara
129356-2-0-118.wav,129356,59,63,2,6,2,orang_berbicara
129356-2-0-129.wav,129356,64.5,68.5,2,6,2,orang_berbicara
129356-2-0-199.wav,129356,99.5,103.5,2,6,2,orang_berbicara
129356-2-0-48.wav,129356,24,28,2,6,2,orang_berbicara
129356-2-0-98.wav,129356,49,53,2,6,2,orang_berbicara
129750-2-0-3.wav,129750,1.5,5.5,2,10,2,orang_berbicara
129750-2-0-34.wav,129750,17,21,2,10,2,orang_berbicara
129750-2-0-36.wav,129750,18,22,2,10,2,orang_berbicara
129750-2-0-37.wav,129750,18.5,22.5,2,10,2,orang_berbicara
129750-2-0-4.wav,129750,2,6,2,10,2,orang_berbicara
